--------------------------------------------------------------------
Target: RPI 
Date: 07/07/16
--------------------------------------------------------------------
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:07 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:13 -0400 	TEMP:13.548 C 	LIGHT:3.030 	
TIME_AT_PI:2016-07-07 20:28:19 -0400 	TEMP:12.903 C 	LIGHT:1.564 	
TIME_AT_PI:2016-07-07 20:28:24 -0400 	TEMP:13.548 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:30 -0400 	TEMP:12.903 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:34 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:07 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:13 -0400 	TEMP:13.548 C 	LIGHT:3.030 	
TIME_AT_PI:2016-07-07 20:28:19 -0400 	TEMP:12.903 C 	LIGHT:1.564 	
TIME_AT_PI:2016-07-07 20:28:24 -0400 	TEMP:13.548 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:30 -0400 	TEMP:12.903 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:34 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:07 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:13 -0400 	TEMP:13.548 C 	LIGHT:3.030 	
TIME_AT_PI:2016-07-07 20:28:19 -0400 	TEMP:12.903 C 	LIGHT:1.564 	
TIME_AT_PI:2016-07-07 20:28:24 -0400 	TEMP:13.548 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:30 -0400 	TEMP:12.903 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:34 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:29:07 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:07 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:13 -0400 	TEMP:13.548 C 	LIGHT:3.030 	
TIME_AT_PI:2016-07-07 20:28:19 -0400 	TEMP:12.903 C 	LIGHT:1.564 	
TIME_AT_PI:2016-07-07 20:28:24 -0400 	TEMP:13.548 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:30 -0400 	TEMP:12.903 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:28:34 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:28:40 -0400 	TEMP:13.226 C 	LIGHT:3.324 	
TIME_AT_PI:2016-07-07 20:29:07 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:13 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
--------------------------------------------------------------------
Target: RPI
Date: 07/07/16
--------------------------------------------------------------------
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:47 -0400 	TEMP:13.548 C 	LIGHT:3.715 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:47 -0400 	TEMP:13.548 C 	LIGHT:3.715 	
TIME_AT_PI:2016-07-07 20:29:52 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:47 -0400 	TEMP:13.548 C 	LIGHT:3.715 	
TIME_AT_PI:2016-07-07 20:29:52 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:58 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:47 -0400 	TEMP:13.548 C 	LIGHT:3.715 	
TIME_AT_PI:2016-07-07 20:29:52 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:58 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:03 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:47 -0400 	TEMP:13.548 C 	LIGHT:3.715 	
TIME_AT_PI:2016-07-07 20:29:52 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:58 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:03 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:09 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:47 -0400 	TEMP:13.548 C 	LIGHT:3.715 	
TIME_AT_PI:2016-07-07 20:29:52 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:58 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:03 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:09 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:13 -0400 	TEMP:6.774 C 	LIGHT:2.835 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:47 -0400 	TEMP:13.548 C 	LIGHT:3.715 	
TIME_AT_PI:2016-07-07 20:29:52 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:58 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:03 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:09 -0400 	TEMP:13.226 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:30:13 -0400 	TEMP:6.774 C 	LIGHT:2.835 	
TIME_AT_PI:2016-07-07 20:30:19 -0400 	TEMP:13.548 C 	LIGHT:0.684 	
TIME_AT_PI:2016-07-07 20:29:37 -0400 	TEMP:6.129 C 	LIGHT:0.000 	
TIME_AT_PI:2016-07-07 20:29:41 -0400 	TEMP:13.226 C 	LIGHT:3.812 	
TIME_AT_PI:2016-07-07 20:29:47 -0400 	TEMP:13.548 C 	LIGHT:3.715 	
